numero_de_cliente,predict
944334391,1
441466915,1
441487769,0
442163219,1
444348622,0
445541059,0
445966953,0
446121189,1
446830918,0
447038536,1
448119171,0
448449386,1
448523118,1
448675680,1
450142755,0
451273783,1
451729865,0
451958712,0
452310003,0
452813924,1
452992379,0
453588196,0
453812373,1
454423715,1
454462153,1
454485705,0
455812105,0
455907494,0
455990705,1
456352278,0
457021306,0
457518378,0
458130378,0
458228688,0
458289363,1
458340336,1
458438355,0
458461618,0
458496690,0
459059835,0
459225744,0
459459913,1
459511040,0
459938975,1
460016857,1
460060905,0
460387106,1
460489642,0
460515022,0
460599181,1
460803161,0
460869669,1
461175306,1
461236852,0
461433104,0
461472557,0
461536588,0
461579030,0
461884813,0
462036060,0
462802382,0
462980760,1
464161668,1
464726563,0
465019732,1
465030373,0
269950477,0
270141767,1
270611854,1
270634613,0
270875049,1
271196442,1
271736247,0
272032618,0
272306026,1
272657676,1
273112015,1
273776526,0
273871112,1
274091864,0
274984266,1
275653158,1
275677514,0
275790332,0
276023262,1
276088241,0
277200891,0
277680892,0
277862558,1
278070467,0
278326513,0
279098155,1
279465125,0
279850258,1
280129490,1
280221967,1
280431925,1
280484214,1
280663104,1
280927093,0
281061210,1
281094831,0
281480536,1
282164671,1
282296884,0
282607849,0
283433821,0
283472685,1
283684326,0
283811875,0
283971944,0
284083311,0
284196564,1
285332187,0
285564314,1
285814306,0
285886646,0
286084281,1
286602353,1
286690449,0
286772422,0
286827844,1
286897418,1
287170382,1
287618880,0
287727548,0
287960982,0
287967259,1
288008821,0
288809925,1
289190755,1
289360678,1
788398092,0
788719775,0
789276429,1
792770948,0
794628546,0
794668657,1
794998359,1
795753229,1
795885808,0
796044639,0
796821823,0
798963690,0
799346561,0
799484828,0
800181141,0
800686155,1
800687982,0
801315371,1
801362630,0
801390922,1
801859480,0
802391924,0
802702301,1
802963523,0
803005897,0
803649622,1
803826762,0
804412801,0
804426080,1
804627140,0
804816816,0
805393743,1
805446689,0
805690413,1
806021499,0
806783739,0
806827342,0
806832816,1
806886489,1
807066472,0
807119854,0
807134807,0
807198035,1
807377728,0
807836944,1
808185536,0
808309439,0
808644615,0
808893591,1
809039663,0
809089979,1
809476274,0
810337540,1
810674245,1
810784877,0
811458218,0
811664453,0
811787553,1
811901610,0
812868701,0
813025413,1
815089177,0
815263404,0
815300962,0
815585668,0
944405492,0
944572273,0
944591676,0
945259611,1
945341806,0
945472780,1
946351988,0
947313528,0
947471197,1
947474921,0
947938295,1
947953316,0
949413543,0
949638735,0
950576868,0
950651983,1
950745553,1
951324231,0
952100169,1
954999895,1
955418206,1
956282393,0
956593939,0
956885281,0
957064026,0
957550816,0
957636871,0
958050365,1
958552032,0
958589222,0
958732160,1
959961199,1
960087579,0
960503412,0
960596325,0
961192791,0
961415362,1
961477352,1
961706712,0
962822053,1
963135418,0
963494002,0
963495394,1
963594719,0
963759826,0
963843183,0
963950160,0
964356515,1
965570532,0
966259031,1
966307818,0
966388775,0
966882560,0
968829858,0
969039739,0
969244454,1
969384249,0
969641466,1
969989110,1
971971703,0
972136588,1
972477230,0
972744874,1
972873303,0
973418428,1
973543646,0
973584048,1
973727276,1
974053989,0
974169942,1
974303179,1
974350873,0
974732651,0
658254131,0
658767608,1
658868249,1
659484630,0
659841540,0
660657443,1
661821648,0
662038173,0
662181256,0
662700352,1
663727383,0
663801184,1
663944557,0
664596310,1
664663842,1
665723905,0
665915263,0
666320815,0
667273098,0
667292347,1
667348359,0
667469051,0
667524183,1
667627010,0
667771912,0
668140709,0
668811420,0
669167305,1
669184444,0
669208432,0
670565097,0
671022127,0
672074324,0
672628784,0
672655991,0
672805633,1
672863242,1
672946897,1
672984455,0
673001296,0
673086257,1
673632988,1
673980052,0
674297721,1
674305450,1
674349788,1
674815434,0
675316947,0
675445154,0
675628929,0
675668972,0
675773908,1
675884028,1
676207026,0
676839300,0
676918864,1
677185560,1
677226184,0
677555954,1
677792607,1
678290628,0
678379449,0
678425829,1
678588459,0
678773763,0
678977086,0
679089537,0
465174259,0
465361535,1
465755558,0
465977045,0
466108676,1
466854135,0
467142855,0
467797229,0
467965326,1
468060492,0
468422722,0
468875089,1
468936131,0
469132306,0
469144407,1
469436047,1
469527132,0
470101506,0
470152847,1
471645148,1
472014236,0
472485859,0
472586423,1
472639079,1
472850634,0
473450465,1
473939800,1
473940748,0
474272790,0
474294080,0
474789547,1
474801870,0
475078267,1
475598166,0
475971258,0
476005024,0
476066211,0
476465196,0
476960808,0
477054882,1
477104037,1
477399537,1
477517240,1
477724790,0
478252930,1
478373545,1
478883453,0
478899499,0
479229423,1
479522225,0
480102064,0
480341706,1
481205090,1
481393093,0
481413152,0
481534570,0
481582120,0
481926339,0
482153582,0
482157732,1
482280687,0
482874899,0
482964455,1
483366642,0
483798813,1
483940436,1
589189722,0
589280807,1
589548596,1
589648144,1
589809169,1
590163662,1
590223833,0
590357070,0
590432108,0
590467258,0
590493441,0
590647318,1
590683125,0
590733441,1
591165023,1
591193836,0
591410642,1
591777176,0
591954752,1
592026366,0
592173830,0
592324129,0
592499595,0
593066019,0
594000795,0
594268294,0
595045623,0
595053642,0
595243907,1
595692115,0
595880706,1
595881876,1
595975147,0
596025908,1
596037573,0
596085344,1
596170887,0
596430580,0
596612826,0
596618582,0
596618727,0
596865517,0
597039736,0
597050753,1
597232999,0
597271650,0
597295424,1
597302564,0
597350625,0
597554170,1
597597919,1
597758073,0
597759311,0
597760695,0
597769884,1
598188997,0
598225530,0
598248501,0
598376051,0
598697734,1
598715454,1
599029477,0
599465584,0
599669120,1
600180710,0
601103522,0
601166392,0
601267101,0
601564352,0
975565983,0
975908162,0
976552613,0
976674330,1
978328827,1
978338605,0
978709144,1
979265652,0
979447019,0
979964578,1
980047790,0
980950115,1
981028442,1
981039458,1
981126093,1
981244522,1
981295650,1
981334369,1
982412527,0
982872691,1
982887209,1
984279382,0
984578093,1
984593260,1
985327643,0
985329897,0
986841746,1
989527578,1
990047041,1
990272311,0
990739264,0
990804388,0
991055405,1
991589377,0
991594988,1
991805894,0
992877707,0
993942296,1
994159103,1
994421059,1
994816978,0
995374290,0
995426288,0
995512411,1
995743881,1
995913805,0
996865430,0
997105140,0
998567399,1
998587817,1
999208648,0
999260424,1
999283695,0
999591663,1
999630459,0
1000070426,0
1000512947,1
1001197517,1
1001308073,0
1002266701,0
1002463379,1
1002874986,0
1003046216,0
1003593750,1
1005938428,1
1006117318,0
1006833614,0
1007013521,1
1007196792,0
1007457578,0
1007526349,1
816794288,0
816806756,1
816992940,0
816998704,1
817697929,0
817952737,1
818120834,0
818344353,1
818602953,0
818904653,1
819056993,0
819124671,0
819641649,0
819757311,0
819768328,1
819984409,0
820042018,1
821277478,0
821407290,1
821460741,0
821820716,0
821951109,0
823135664,0
823980816,0
824294105,0
824575310,0
824880511,0
825140427,0
825278770,0
825448395,1
825468088,1
826080378,0
826576947,1
827260416,1
827727804,0
827814662,0
828005730,0
828136635,0
828172733,0
828434177,0
828484057,0
829159439,0
829658040,0
829846119,0
830904577,1
831039641,0
831059547,0
831233630,0
831382033,0
831492153,0
831518703,1
831835493,0
832322574,1
832419636,1
832661465,0
832738911,1
833645182,0
834061665,1
834094628,0
834315594,0
834351333,1
834366867,1
834466483,0
834851539,0
834888807,1
834948457,0
834981932,0
835301643,1
835454649,1
835953908,0
836976925,1
470150729,1
470356092,1
470803797,1
470987495,1
471542620,0
471617437,1
471663312,0
472072067,1
472180146,0
472760497,0
473024862,0
473099679,0
473247723,1
473262676,1
473480943,0
473699142,1
473836102,1
473956214,1
474674465,0
474861306,0
474911118,0
474987617,0
475345176,0
475964691,0
476181139,0
476892619,0
476932294,0
476988520,0
477136633,1
477538316,1
477670751,0
477830896,1
478114441,0
478373110,0
478423357,0
478671676,1
478738841,0
479319927,0
479716136,1
479960877,0
480144438,1
480292697,1
480449418,0
480576677,1
480583235,0
481125594,0
481499498,1
481982778,1
482224316,0
482235179,1
482263847,0
482337502,0
482360909,0
482370969,0
482522592,0
482612942,0
483323909,0
483378606,0
483519136,0
483999795,1
484075859,0
484426859,0
484698661,0
485102454,1
485635846,1
485884822,0
486191766,1
486924979,0
487672334,0
487730165,1
487924367,0
487970020,1
488176041,0
488434129,0
488593617,0
488911218,0
488953806,0
488967589,1
489517027,0
489611246,0
489738941,1
490357875,0
490592402,0
490969653,0
491395991,0
491596316,0
491604779,0
491638032,0
491686461,0
491830416,0
491915668,1
492023012,1
492289196,1
492328436,0
492631229,1
492705397,1
492966619,1
493232221,0
493428832,1
493671898,0
493698517,0
494117775,0
494515735,0
495031330,0
495045258,1
495084199,0
495377300,1
495439939,1
495637941,0
495984783,1
496037575,1
496475946,0
497038868,1
497478468,0
497693754,0
497961834,0
498009819,0
498096164,0
498137949,0
498942264,0
499178763,1
499257380,0
499922770,0
500408391,0
500721833,0
500985463,0
501209204,0
501233628,0
679202722,0
679246335,0
679274191,0
679366737,0
680099651,0
680176372,0
681458135,0
681636444,0
682039588,0
682396421,0
682777609,0
682781469,0
682978959,1
685128487,0
685398675,0
685538411,0
685569914,0
685611921,1
685689001,0
686025927,0
686301658,0
686591984,0
686991917,0
687061054,1
687881629,0
688033098,1
688135045,1
688569983,1
688603680,0
689206492,1
689280804,0
689322009,0
689443794,0
690017075,0
690204795,0
690521952,0
691254354,0
691522510,0
691561819,0
691662092,1
694656183,0
694872563,1
695357235,1
696053907,1
696357358,1
696434437,0
696584455,0
696709519,0
697181946,0
697784100,0
697800368,0
698271326,1
698574341,1
698752352,0
698893539,0
699333583,0
699637692,0
699950835,0
701076099,0
701084707,1
701347176,0
701591190,0
701935034,0
702463251,1
702784567,1
702886010,0
703008598,1
703036967,0
289273821,0
289422515,0
289853882,0
289922508,0
290322944,0
290564849,1
291674434,1
292309841,1
292323189,0
292381456,0
292967939,1
293082431,1
293221287,1
293328196,1
294155338,0
294336192,0
294543751,1
295460363,1
295989741,0
296026061,0
296311211,0
296851161,0
297124193,1
297387320,1
297575254,1
297622581,0
297717244,0
298188791,1
298467007,0
298568374,1
298612490,1
298807717,1
299467855,1
299870196,0
300569780,0
300639865,1
300979491,0
301204470,0
302474926,0
302526054,1
302653313,1
302854227,0
302903373,0
303421667,1
303552572,0
305027453,0
305052175,0
305159084,0
305686199,0
305921247,1
306125953,0
307819536,1
307826393,0
308455755,0
308928540,0
308956251,0
309184143,0
309239429,1
309279831,0
309311043,0
309804461,0
310039875,1
310407058,1
289831636,0
289939058,1
290109272,0
290169067,0
290493235,0
290546685,1
291092033,0
291109394,0
291218489,0
291415176,0
291615211,0
292348936,1
292895522,1
294153655,1
294215287,0
294665604,1
295230934,1
295422156,0
296441604,0
296731408,1
296789393,1
296971631,0
297181521,1
297542145,0
297789003,0
298202788,0
298842286,0
298946060,0
299172210,1
299448453,0
299888130,1
299957267,1
299994757,1
300174006,0
300243869,0
300480881,1
300654374,0
301890202,0
302301219,0
303498021,1
303582470,1
303754067,1
303874546,0
304417852,0
304589083,0
304701030,0
304788246,0
304945403,1
305547488,1
306282162,0
306336637,0
306358951,0
306492922,1
306717825,1
307000926,0
307114188,0
308012935,1
308454363,0
309268302,1
309462000,1
310349227,0
310830475,1
311137863,0
311974484,1
313111122,0
313121985,0
313207092,0
313681047,1
313898298,1
314199196,0
314776704,0
314902793,0
315565775,1
316084581,1
316587187,1
316997402,0
317751691,1
318439105,0
318508089,1
320520367,1
320832349,0
321137986,0
321184220,0
321998236,1
322001225,0
322353463,0
322368263,0
322556564,0
322573413,1
323059614,0
325283890,1
326118974,1
326191322,1
326545747,0
326579078,0
326670888,1
326679129,0
327059660,1
327091026,1
327220104,1
327229003,0
327276910,0
327590720,1
328584711,0
328840903,0
328985592,0
329106438,0
329353509,0
329494116,1
329713331,1
330000232,0
330101376,0
330434076,0
330662112,0
330751669,1
330775153,0
330999475,1
331436239,1
331599229,1
331780083,1
332281827,0
332987465,0
334139279,0
334200970,1
334491807,0
334672816,0
335389974,0
703313945,0
703350555,1
703692212,0
704016159,0
704104980,0
704212769,0
704259729,1
704412223,0
704437970,0
704891720,0
704939048,1
705014453,1
705273421,0
705477614,0
705565198,0
705683345,0
705708648,1
705723379,0
705760280,0
706250204,1
707567774,1
708065581,1
708680057,1
708736138,0
708831313,0
709927183,0
711231414,1
711441594,1
711569434,0
712538634,0
713182359,0
713838117,1
714366257,0
714396957,1
715685287,1
715734587,0
715813716,0
715976125,1
715999968,0
716673958,1
717432619,0
717703909,0
717975054,1
717985336,1
718183407,1
718874100,0
719361617,1
719705324,0
719980696,0
720149373,1
720256572,1
720715874,1
721331307,0
722887716,0
723104377,0
723422337,0
723518964,0
723554481,0
724002544,0
724844997,0
724845800,0
724852734,0
725231950,1
725421421,0
725566613,0
725917904,1
726365821,0
726385659,0
726598384,1
727505159,1
728081872,1
728306408,1
729382961,1
483984629,1
484261239,0
484297268,0
484519336,0
484665553,1
484824674,1
485115580,1
485143949,0
485210243,0
485646931,1
485880518,0
485880877,0
485898964,0
486123217,0
486226335,0
486524388,0
486533142,0
486556037,1
486677241,1
486887933,1
487571402,0
487648269,0
487855306,0
488508442,0
488621918,0
488786803,1
488953149,1
489394576,0
489421049,0
489591408,0
489700503,0
490139599,1
490239873,0
490489216,1
490571693,0
491428006,0
491480799,0
491579544,0
491595009,0
491602883,0
491650799,1
491672379,0
491673985,1
491703814,0
492113593,0
492275566,0
492504047,1
492792903,0
492862622,0
492863356,0
493189412,1
493227115,1
493239079,0
493547918,1
493650310,0
493693777,1
495091714,0
495281980,0
495542766,0
496300335,1
496616911,0
497057971,1
497256622,0
497783302,0
335430888,1
335614663,0
335658198,1
336296313,0
336316586,1
336482496,1
336614418,0
336997434,0
337123309,0
337375710,1
337771484,1
338079965,0
338402664,1
338693570,0
339013870,0
339364716,0
339476954,1
339500003,0
340111781,1
340191200,1
340927035,1
340989461,0
341637490,0
341652665,0
341695611,1
342040198,0
342212009,0
342426493,1
342556297,1
342592616,0
342662557,1
342884180,1
343583550,1
344394722,0
344461520,1
344725295,0
344809600,1
344814852,1
345344520,0
345438594,1
345566434,0
345858142,0
346273899,1
346286154,0
346660126,0
346757189,1
346798615,0
347247694,0
347624655,0
347628745,1
347698242,1
347723331,0
347954365,1
348028089,1
348169054,0
349527401,1
349931416,0
350207446,0
350423092,0
350575577,0
351095331,0
351383026,1
351387552,0
351610123,0
351859099,1
352117622,0
352499904,1
502214211,1
502410455,0
503232635,1
503631329,1
503830493,1
504268419,1
504901060,1
505957262,0
506106614,1
506158100,1
506282515,1
506422686,0
506580134,0
506744660,1
506922158,0
507202637,1
508550771,0
509028509,0
509246273,0
509325837,0
509652405,0
509660937,1
509672457,0
509733208,0
510118555,0
510233927,1
510497702,1
511701506,0
511916280,0
512085837,0
512114061,0
512243941,1
512364343,0
512740869,0
513012663,0
513050007,1
513117240,1
513534970,0
513652673,0
513674697,0
514074340,1
514168268,1
514198746,0
514331403,0
515732696,0
516036369,0
